Date,Day,PDH,PDH_Time,PDM,PDM_Time,PDL,PDL_Time,HighOfDay%,High_Of_Day_Time,LowOfDay%,Low_Of_Day_Time,Day_Range,P12_Hour_High_Hit_TF,P_12_Hour_High_Hit_Time,P12_Hour_Mid_Hit_TF,P_12_Hour_Mid_Hit_Time,P12_Hour_Low_Hit_TF,P_12_Hour_Low_Hit_Time,AsiaDirection,AsiaSession,AsiaModelStatus,LondonDirection,LondonSession,LondonModelStatus,NY1Direction,NY1Session,NY1ModelStatus
15/03/2016,Tuesday,False,,True,21:35:00,True,04:30:00,0.15,15:20:00,-0.6,10:05:00,33.0,14:15:00,True,07:40:00,True,10:05:00,True,Short,1.0,Broken,Short,1.0,Broken,Short,0.0,Broken
16/03/2016,Wednesday,True,19:30:00,True,08:50:00,False,,1.11,15:40:00,-0.43,09:00:00,67.25,10:45:00,True,06:05:00,True,08:35:00,True,Long,0.0,Broken,Long,0.0,Broken,Short,0.0,Broken
17/03/2016,Thursday,True,21:00:00,True,06:10:00,False,,0.57,04:35:00,-0.64,06:35:00,53.0,,False,09:35:00,True,06:10:00,True,Long,1.0,Broken,Long,0.0,Broken,Long,1.0,Complete
18/03/2016,Friday,False,,True,04:10:00,False,,0.35,11:15:00,-0.45,09:55:00,35.0,07:10:00,True,09:20:00,True,09:45:00,True,Long,0.0,Broken,Short,0.0,Broken,Long,0.0,Broken
21/03/2016,Monday,True,05:40:00,True,04:45:00,False,,0.6,14:40:00,-0.41,04:05:00,44.5,13:25:00,True,08:15:00,True,,False,Short,1.0,Broken,Short,0.0,Complete,Short,0.0,Complete
22/03/2016,Tuesday,True,10:35:00,True,03:50:00,False,,0.55,13:35:00,-0.73,04:30:00,56.75,10:35:00,True,06:00:00,True,,False,Long,0.0,Broken,Short,1.0,Broken,Short,0.0,Complete
23/03/2016,Wednesday,True,04:25:00,True,09:40:00,True,15:25:00,0.15,04:25:00,-1.16,15:25:00,58.0,,False,06:05:00,True,09:15:00,True,Short,0.0,Broken,Long,1.0,Broken,Short,1.0,Complete
24/03/2016,Thursday,False,,False,,True,02:15:00,0.09,16:10:00,-0.68,08:40:00,34.0,15:25:00,True,09:55:00,True,06:05:00,True,Short,0.0,Broken,Short,0.0,Broken,Long,0.0,Complete
28/03/2016,Monday,True,09:30:00,True,09:45:00,False,,0.55,03:55:00,-0.45,09:45:00,44.25,,False,06:25:00,True,09:30:00,True,Long,1.0,Broken,Long,0.0,Complete,Long,0.0,Complete
29/03/2016,Tuesday,True,12:25:00,True,03:00:00,True,05:45:00,1.68,14:45:00,-0.36,09:50:00,89.5,10:45:00,True,10:05:00,True,07:10:00,True,Short,0.0,Broken,Short,1.0,Broken,Long,0.0,Complete
30/03/2016,Wednesday,True,19:25:00,False,,False,,1.11,10:05:00,-0.1,01:20:00,53.75,06:05:00,True,,False,,False,Long,0.0,Broken,Long,1.0,Complete,Short,0.0,Broken
31/03/2016,Thursday,False,,True,07:45:00,False,,0.34,12:25:00,-0.4,04:00:00,33.25,07:15:00,True,06:30:00,True,,False,Short,1.0,Broken,Short,0.0,Broken,Short,0.0,Broken
2016-01-04 00:00:00,Friday,True,10:55:00,True,18:45:00,True,23:10:00,1.15,16:10:00,-0.81,09:35:00,87.75,10:15:00,True,08:30:00,True,08:55:00,True,Long,0.0,Broken,Long,1.0,Broken,Long,0.0,Complete
2016-04-04 00:00:00,Monday,True,23:00:00,False,,False,,0.38,05:45:00,-0.7,11:15:00,48.5,,False,08:35:00,True,09:30:00,True,Short,0.0,Broken,Long,1.0,Broken,Short,1.0,Complete
2016-05-04 00:00:00,Tuesday,False,,False,,True,20:00:00,0.38,18:00:00,-0.96,12:30:00,45.0,,False,10:05:00,True,08:40:00,True,Short,1.0,Complete,Short,1.0,Broken,Short,0.0,Broken
2016-06-04 00:00:00,Wednesday,True,11:15:00,True,19:30:00,False,,1.38,15:55:00,-0.2,09:30:00,70.5,11:05:00,True,06:05:00,True,09:15:00,True,Long,1.0,Broken,Long,0.0,Broken,Short,0.0,Complete
2016-07-04 00:00:00,Thursday,True,21:20:00,True,09:45:00,True,13:50:00,0.13,21:30:00,-1.83,15:00:00,88.75,,False,,False,09:30:00,True,Short,0.0,Broken,Short,1.0,Complete,Short,1.0,Complete
2016-08-04 00:00:00,Friday,False,,True,03:00:00,False,,0.95,10:15:00,-0.36,12:30:00,58.25,08:30:00,True,11:15:00,True,12:15:00,True,Short,0.0,Broken,Long,1.0,Broken,Long,0.0,Complete
2016-11-04 00:00:00,Monday,True,10:10:00,True,03:55:00,True,21:15:00,0.89,10:10:00,-0.53,03:15:00,63.25,10:00:00,True,15:15:00,True,,False,Long,0.0,Broken,Long,1.0,Broken,Long,0.0,Broken
2016-12-04 00:00:00,Tuesday,False,,True,11:20:00,True,20:05:00,1.14,15:10:00,-0.46,10:20:00,71.0,06:15:00,True,09:00:00,True,10:05:00,True,Long,1.0,Broken,Short,0.0,Broken,Short,0.0,Complete
13/04/2016,Wednesday,True,21:45:00,False,,False,,1.44,15:35:00,-0.46,18:00:00,67.0,09:40:00,True,,False,,False,Long,1.0,Complete,Long,1.0,Complete,Short,0.0,Complete
14/04/2016,Thursday,True,11:45:00,False,,False,,0.37,13:05:00,-0.35,03:50:00,32.75,08:35:00,True,09:35:00,True,,False,Long,0.0,Broken,Short,0.0,Broken,Long,0.0,Broken
15/04/2016,Friday,False,,True,19:05:00,True,13:20:00,0.13,22:00:00,-0.57,14:10:00,31.5,,False,09:30:00,True,06:15:00,True,Short,0.0,Broken,Short,1.0,Broken,Long,0.0,Broken
18/04/2016,Monday,True,10:15:00,True,10:00:00,True,03:55:00,0.94,10:50:00,-0.39,02:45:00,60.25,06:05:00,True,,False,,False,Short,1.0,Broken,Long,1.0,Complete,Long,1.0,Complete
19/04/2016,Tuesday,True,02:15:00,True,11:50:00,False,,0.86,05:50:00,-0.85,12:45:00,77.75,,False,09:30:00,True,09:40:00,True,Long,1.0,Broken,Long,1.0,Broken,Short,1.0,Complete
20/04/2016,Wednesday,False,,True,11:15:00,False,,0.61,14:20:00,-0.43,03:20:00,47.0,06:50:00,True,09:35:00,True,,False,Short,1.0,Broken,Long,1.0,Complete,Short,0.0,Broken
21/04/2016,Thursday,False,,True,18:30:00,True,16:05:00,0.41,11:00:00,-0.91,16:05:00,59.75,11:00:00,True,06:00:00,True,09:40:00,True,Long,0.0,Broken,Short,1.0,Broken,Long,0.0,Broken
22/04/2016,Friday,False,,False,,True,20:25:00,0.3,02:35:00,-1.28,10:45:00,70.75,,False,06:00:00,True,09:25:00,True,Long,1.0,Broken,Short,1.0,Broken,Short,0.0,Complete
25/04/2016,Monday,False,,True,20:55:00,False,,0.3,18:00:00,-0.92,04:20:00,43.75,,False,07:20:00,True,,False,Short,1.0,Complete,Short,1.0,Broken,Short,0.0,Broken
26/04/2016,Tuesday,True,21:15:00,True,10:25:00,True,14:30:00,0.39,03:50:00,-0.91,15:20:00,58.0,,False,08:00:00,True,09:30:00,True,Short,0.0,Broken,Long,1.0,Broken,Short,0.0,Complete
27/04/2016,Wednesday,False,,False,,False,,0.48,16:05:00,-0.74,10:40:00,53.75,09:35:00,True,09:30:00,True,06:35:00,True,Long,0.0,Broken,Short,1.0,Broken,Short,0.0,Broken
28/04/2016,Thursday,True,23:00:00,True,03:05:00,True,15:10:00,0.23,22:50:00,-1.93,15:55:00,96.0,,False,09:35:00,True,14:45:00,True,Long,0.0,Broken,Short,1.0,Broken,Long,1.0,Broken
29/04/2016,Friday,False,,False,,True,09:45:00,0.18,20:20:00,-1.98,11:45:00,94.5,,False,06:10:00,True,07:25:00,True,Long,0.0,Broken,Short,1.0,Complete,Short,1.0,Complete
2016-02-05 00:00:00,Monday,False,,True,07:30:00,False,,0.96,15:40:00,-0.44,20:35:00,60.5,07:25:00,True,09:30:00,True,,False,Short,1.0,Broken,Long,1.0,Broken,Short,0.0,Broken
2016-03-05 00:00:00,Tuesday,False,,True,03:50:00,False,,0.96,18:00:00,-1.2,10:10:00,55.0,,False,13:35:00,True,06:20:00,True,Short,1.0,Complete,Short,1.0,Complete,Long,0.0,Broken
2016-04-05 00:00:00,Wednesday,False,,False,,True,04:45:00,0.15,20:40:00,-1.0,14:10:00,49.75,,False,10:10:00,True,11:25:00,True,Long,0.0,Broken,Long,0.0,Complete,Long,0.0,Broken
2016-05-05 00:00:00,Thursday,True,04:40:00,True,20:25:00,False,,0.79,04:40:00,-0.37,13:35:00,50.0,,False,06:10:00,True,09:55:00,True,Long,1.0,Broken,Short,0.0,Complete,Short,1.0,Broken
2016-06-05 00:00:00,Friday,False,,True,14:05:00,True,18:30:00,0.7,16:05:00,-0.66,08:45:00,58.25,09:35:00,True,06:05:00,True,08:30:00,True,Long,1.0,Broken,Long,1.0,Broken,Short,0.0,Broken
2016-09-05 00:00:00,Monday,True,21:30:00,False,,False,,0.62,14:55:00,-0.27,03:30:00,38.5,09:55:00,True,08:55:00,True,,False,Short,1.0,Broken,Short,0.0,Broken,Short,0.0,Broken
2016-10-05 00:00:00,Tuesday,True,03:00:00,True,21:30:00,False,,1.48,15:55:00,-0.25,18:15:00,75.0,10:30:00,True,07:05:00,True,,False,Long,1.0,Complete,Short,1.0,Broken,Long,1.0,Complete
2016-11-05 00:00:00,Wednesday,True,10:30:00,True,14:45:00,False,,0.2,10:30:00,-0.98,16:10:00,51.75,10:30:00,True,07:20:00,True,13:20:00,True,Long,0.0,Broken,,,Broken,Long,0.0,Broken
2016-12-05 00:00:00,Thursday,False,,True,05:45:00,True,21:30:00,0.67,05:55:00,-1.07,12:00:00,76.0,,False,09:30:00,True,09:55:00,True,Long,1.0,Broken,Short,0.0,Broken,Short,1.0,Complete
13/05/2016,Friday,False,,True,09:30:00,True,03:00:00,0.54,11:25:00,-0.77,03:25:00,56.75,09:30:00,True,06:30:00,True,,False,Long,0.0,Broken,Long,1.0,Complete,Long,1.0,Broken
16/05/2016,Monday,True,11:05:00,True,23:00:00,False,,1.76,15:05:00,-0.77,18:00:00,86.5,07:35:00,True,06:20:00,True,,False,Long,1.0,Complete,Short,1.0,Broken,Short,0.0,Complete
17/05/2016,Tuesday,True,03:25:00,True,10:30:00,False,,0.48,03:35:00,-1.48,15:25:00,85.75,,False,06:00:00,True,08:30:00,True,Long,0.0,Broken,Long,0.0,Complete,Short,0.0,Complete
18/05/2016,Wednesday,False,,True,10:25:00,True,08:40:00,0.88,13:30:00,-0.46,14:30:00,58.0,09:45:00,True,06:15:00,True,08:30:00,True,Long,0.0,Broken,Long,1.0,Broken,Short,0.0,Broken
19/05/2016,Thursday,False,,True,21:30:00,True,09:55:00,0.88,18:00:00,-1.31,11:45:00,60.0,,False,07:35:00,True,09:50:00,True,Short,1.0,Complete,Long,1.0,Broken,Short,1.0,Complete
20/05/2016,Friday,True,02:00:00,True,21:30:00,True,09:55:00,1.44,11:40:00,-0.06,19:50:00,64.5,09:10:00,True,07:00:00,True,,False,Short,0.0,Complete,Short,1.0,Broken,Long,1.0,Complete
23/05/2016,Monday,True,09:40:00,False,,False,,0.31,10:20:00,-0.45,03:20:00,33.25,09:40:00,True,07:40:00,True,,False,Short,0.0,Broken,Long,1.0,Broken,Long,1.0,Broken
24/05/2016,Tuesday,True,08:30:00,True,04:40:00,True,01:40:00,2.23,15:25:00,-0.22,03:00:00,107.0,06:40:00,True,,False,,False,Short,0.0,Broken,Long,1.0,Complete,Long,1.0,Complete
25/05/2016,Wednesday,True,18:55:00,False,,False,,0.99,13:30:00,-0.22,18:00:00,46.5,09:55:00,True,09:25:00,True,,False,Long,1.0,Complete,Long,1.0,Broken,Long,0.0,Complete
26/05/2016,Thursday,True,14:20:00,True,20:50:00,False,,0.46,15:25:00,-0.22,21:20:00,30.5,06:40:00,True,09:35:00,True,,False,Short,1.0,Broken,Long,1.0,Broken,Long,0.0,Broken
27/05/2016,Friday,True,19:35:00,False,,False,,0.43,16:00:00,-0.08,03:05:00,23.25,10:00:00,True,08:35:00,True,,False,Long,0.0,Broken,Long,1.0,Broken,Short,0.0,Broken
31/05/2016,Tuesday,True,04:05:00,True,14:05:00,False,,0.12,23:25:00,-0.56,15:00:00,30.75,,False,09:45:00,True,07:25:00,True,Short,0.0,Broken,Short,1.0,Broken,Long,1.0,Broken
2016-01-06 00:00:00,Wednesday,True,21:30:00,True,05:00:00,False,,0.34,22:25:00,-0.43,10:00:00,34.75,,False,10:35:00,True,06:05:00,True,Long,1.0,Broken,Short,1.0,Broken,Long,0.0,Complete
2016-02-06 00:00:00,Thursday,False,,True,20:20:00,True,09:45:00,0.28,16:10:00,-0.76,09:50:00,46.75,14:25:00,True,08:00:00,True,09:30:00,True,Short,1.0,Broken,Long,1.0,Broken,Short,1.0,Broken
2016-03-06 00:00:00,Friday,True,03:35:00,True,08:45:00,True,10:05:00,0.19,08:30:00,-1.14,10:20:00,60.0,08:30:00,True,06:00:00,True,08:30:00,True,Long,0.0,Broken,Long,0.0,Broken,Long,0.0,Complete
2016-06-06 00:00:00,Monday,False,,True,19:10:00,False,,0.57,14:25:00,-0.16,19:45:00,32.5,09:50:00,True,06:00:00,True,,False,Short,0.0,Broken,Long,1.0,Broken,Long,0.0,Broken
2016-07-06 00:00:00,Tuesday,True,03:05:00,True,10:50:00,False,,0.46,05:20:00,-0.29,15:55:00,34.25,,False,07:55:00,True,10:50:00,True,Short,0.0,Broken,Long,1.0,Complete,Short,1.0,Complete
2016-08-06 00:00:00,Wednesday,False,,True,09:40:00,True,20:05:00,0.39,09:50:00,-0.19,10:15:00,26.25,06:25:00,True,10:10:00,True,10:15:00,True,Short,0.0,Broken,Long,1.0,Broken,Long,0.0,Broken
2016-09-06 00:00:00,Thursday,False,,False,,True,09:40:00,0.06,20:35:00,-0.57,12:25:00,28.25,,False,09:40:00,True,09:00:00,True,Long,0.0,Complete,Long,0.0,Broken,Short,0.0,Broken
2016-10-06 00:00:00,Friday,False,,True,20:00:00,True,03:15:00,0.04,21:05:00,-1.44,15:10:00,67.0,,False,,False,08:40:00,True,Short,0.0,Complete,Short,1.0,Complete,Short,1.0,Complete
13/06/2016,Monday,False,,False,,True,02:00:00,0.17,10:30:00,-0.79,15:50:00,42.5,10:00:00,True,09:50:00,True,08:50:00,True,Short,1.0,Broken,Long,0.0,Broken,Short,0.0,Broken
14/06/2016,Tuesday,False,,False,,True,19:40:00,0.46,10:00:00,-0.64,11:30:00,48.75,09:35:00,True,06:30:00,True,10:50:00,True,Long,1.0,Broken,Short,1.0,Broken,Long,0.0,Broken
15/06/2016,Wednesday,True,04:45:00,True,18:30:00,False,,0.41,05:15:00,-0.48,15:50:00,39.25,,False,09:35:00,True,15:45:00,True,Long,1.0,Broken,Long,1.0,Broken,Short,0.0,Broken
16/06/2016,Thursday,False,,True,15:25:00,True,22:45:00,0.41,15:45:00,-1.15,10:50:00,68.5,15:15:00,True,12:35:00,True,09:35:00,True,Long,0.0,Broken,Long,1.0,Broken,Short,0.0,Broken
17/06/2016,Friday,True,19:20:00,True,09:35:00,False,,0.39,20:50:00,-1.4,11:30:00,79.0,,False,,False,07:15:00,True,Long,1.0,Broken,Long,0.0,Broken,Short,1.0,Complete
20/06/2016,Monday,True,10:00:00,True,18:35:00,False,,1.23,11:05:00,-1.4,18:00:00,53.75,07:30:00,True,15:25:00,True,,False,Long,1.0,Broken,Short,0.0,Broken,Short,0.0,Broken
21/06/2016,Tuesday,False,,True,03:25:00,False,,0.39,06:20:00,-0.23,20:05:00,27.5,06:15:00,True,08:35:00,True,,False,Short,0.0,Broken,Long,1.0,Broken,Short,1.0,Broken
22/06/2016,Wednesday,True,10:30:00,True,23:55:00,False,,0.84,11:25:00,-0.14,15:50:00,43.0,06:55:00,True,10:00:00,True,15:50:00,True,Short,0.0,Broken,Short,0.0,Broken,Long,0.0,Broken
23/06/2016,Thursday,True,05:05:00,True,19:40:00,False,,1.24,16:10:00,-0.14,18:00:00,56.5,15:50:00,True,07:55:00,True,,False,Long,1.0,Broken,Short,0.0,Broken,Long,0.0,Complete
24/06/2016,Friday,True,19:00:00,True,19:15:00,True,21:05:00,0.25,18:15:00,-5.54,00:25:00,259.5,,False,,False,,False,Short,1.0,Complete,Long,1.0,Broken,Long,0.0,Broken
27/06/2016,Monday,False,,False,,True,18:30:00,0.42,03:10:00,-1.94,15:20:00,100.0,,False,06:00:00,True,09:40:00,True,Short,0.0,Broken,Short,1.0,Complete,Long,0.0,Complete
28/06/2016,Tuesday,True,14:50:00,True,23:10:00,False,,2.54,16:05:00,-1.94,18:00:00,106.25,08:40:00,True,,False,,False,Long,1.0,Complete,Long,1.0,Complete,Long,1.0,Complete
29/06/2016,Wednesday,True,21:30:00,False,,False,,1.97,15:10:00,-0.3,20:55:00,97.25,06:00:00,True,,False,,False,Short,0.0,Complete,Short,0.0,Complete,Long,1.0,Complete
30/06/2016,Thursday,True,19:35:00,False,,False,,0.81,15:55:00,-0.83,03:15:00,72.0,11:00:00,True,08:00:00,True,,False,Short,1.0,Broken,Long,1.0,Complete,Long,0.0,Complete
2016-01-07 00:00:00,Friday,True,07:55:00,False,,False,,1.12,11:05:00,-0.24,03:45:00,60.0,07:15:00,True,06:00:00,True,,False,Short,1.0,Broken,Short,0.0,Complete,Long,1.0,Complete
2016-05-07 00:00:00,Tuesday,False,,True,03:05:00,True,11:10:00,0.29,18:00:00,-1.38,14:50:00,61.25,,False,,False,07:35:00,True,Short,1.0,Complete,Short,1.0,Complete,Long,0.0,Broken
2016-06-07 00:00:00,Wednesday,True,15:55:00,True,03:25:00,True,21:25:00,0.78,15:55:00,-0.91,07:00:00,74.75,11:00:00,True,10:00:00,True,06:30:00,True,Short,1.0,Broken,Short,1.0,Broken,Long,0.0,Complete
2016-07-07 00:00:00,Thursday,True,20:15:00,False,,False,,0.6,09:50:00,-0.16,18:45:00,33.75,09:40:00,True,06:45:00,True,,False,Long,1.0,Broken,Long,1.0,Broken,Long,1.0,Broken
2016-08-07 00:00:00,Friday,True,03:20:00,True,23:50:00,False,,1.61,14:50:00,-0.27,00:20:00,83.5,08:30:00,True,,False,,False,Long,0.0,Broken,Long,0.0,Complete,Long,1.0,Complete
2016-11-07 00:00:00,Monday,True,20:00:00,False,,False,,0.97,12:45:00,-0.08,18:20:00,47.75,09:30:00,True,,False,,False,Long,1.0,Complete,Short,1.0,Broken,Short,0.0,Complete
2016-12-07 00:00:00,Tuesday,True,03:00:00,False,,False,,0.64,09:40:00,-0.13,20:15:00,35.25,09:40:00,True,,False,,False,Short,0.0,Complete,Long,1.0,Complete,Long,0.0,Broken
13/07/2016,Wednesday,True,08:50:00,True,21:30:00,False,,0.28,08:55:00,-0.29,16:00:00,26.0,06:10:00,True,09:35:00,True,11:45:00,True,Short,1.0,Broken,Short,0.0,Broken,Long,0.0,Complete
14/07/2016,Thursday,True,02:25:00,True,02:05:00,True,21:30:00,1.04,05:55:00,-0.16,18:20:00,54.75,,False,07:05:00,True,,False,Long,1.0,Complete,Long,0.0,Broken,Short,0.0,Broken
15/07/2016,Friday,False,,True,19:10:00,False,,0.4,09:30:00,-0.27,12:40:00,31.0,08:30:00,True,06:45:00,True,11:50:00,True,Short,0.0,Broken,Long,1.0,Broken,Long,0.0,Complete
18/07/2016,Monday,True,10:10:00,True,18:50:00,False,,0.91,11:50:00,-0.76,18:00:00,44.75,10:00:00,True,07:40:00,True,,False,,,Broken,Short,1.0,Broken,Long,1.0,Complete
19/07/2016,Tuesday,False,,True,22:00:00,False,,0.04,18:30:00,-0.46,13:55:00,23.0,,False,09:30:00,True,09:45:00,True,Short,1.0,Broken,Short,1.0,Broken,Long,0.0,Broken
20/07/2016,Wednesday,True,02:25:00,True,20:45:00,False,,1.08,14:10:00,-0.24,21:00:00,61.25,09:50:00,True,,False,,False,Short,0.0,Broken,Long,1.0,Complete,Short,0.0,Complete
21/07/2016,Thursday,True,02:15:00,True,15:05:00,False,,0.18,09:45:00,-0.59,15:05:00,35.5,09:45:00,True,07:10:00,True,11:45:00,True,Short,0.0,Broken,Short,1.0,Broken,Short,0.0,Complete
22/07/2016,Friday,True,12:00:00,True,03:35:00,False,,0.56,12:25:00,-0.22,09:35:00,36.0,10:45:00,True,07:55:00,True,09:35:00,True,Long,0.0,Broken,Long,1.0,Broken,Long,0.0,Complete
25/07/2016,Monday,True,20:30:00,True,03:05:00,False,,0.22,21:05:00,-0.34,12:20:00,26.0,,False,06:55:00,True,12:20:00,True,Long,0.0,Broken,Long,1.0,Broken,Short,0.0,Broken
26/07/2016,Tuesday,True,09:40:00,True,18:30:00,True,11:00:00,0.5,10:00:00,-0.38,11:10:00,41.0,08:15:00,True,06:20:00,True,10:55:00,True,Short,0.0,Broken,Short,1.0,Broken,Long,0.0,Broken
27/07/2016,Wednesday,True,14:00:00,False,,False,,0.46,16:05:00,-0.31,14:00:00,36.25,07:50:00,True,06:05:00,True,12:00:00,True,Long,1.0,Broken,Short,0.0,Broken,Long,0.0,Broken
28/07/2016,Thursday,True,03:10:00,True,09:35:00,False,,0.46,16:00:00,-0.44,09:35:00,42.5,16:00:00,True,15:25:00,True,07:10:00,True,Short,0.0,Broken,Long,0.0,Broken,Long,0.0,Broken
29/07/2016,Friday,True,11:10:00,True,23:45:00,False,,0.1,12:05:00,-0.48,10:05:00,27.5,11:20:00,True,06:35:00,True,10:00:00,True,Short,1.0,Broken,,,Broken,Short,0.0,Broken
2016-01-08 00:00:00,Monday,True,22:05:00,True,09:35:00,False,,0.48,11:25:00,-0.35,09:40:00,39.25,10:15:00,True,10:00:00,True,06:00:00,True,Short,0.0,Broken,Short,1.0,Broken,Short,0.0,Complete
2016-02-08 00:00:00,Tuesday,False,,True,03:50:00,True,10:10:00,0.22,22:00:00,-1.42,13:10:00,77.75,,False,09:35:00,True,09:30:00,True,Long,1.0,Broken,Short,1.0,Complete,Long,0.0,Complete
2016-03-08 00:00:00,Wednesday,False,,True,09:45:00,False,,0.33,16:10:00,-0.32,03:40:00,31.0,09:40:00,True,06:00:00,True,,False,Short,1.0,Broken,Short,1.0,Broken,Long,1.0,Complete
2016-04-08 00:00:00,Thursday,True,20:00:00,False,,False,,0.41,12:05:00,-0.24,10:05:00,31.0,07:20:00,True,07:00:00,True,10:05:00,True,Long,0.0,Broken,Short,0.0,Broken,Short,0.0,Complete
2016-05-08 00:00:00,Friday,True,19:50:00,False,,False,,1.11,11:05:00,-0.24,18:00:00,55.25,08:30:00,True,08:20:00,True,,False,Long,1.0,Complete,Short,1.0,Broken,Long,1.0,Complete
2016-08-08 00:00:00,Monday,True,04:00:00,True,10:20:00,False,,0.33,04:35:00,-0.39,10:20:00,34.5,,False,08:00:00,True,09:45:00,True,Long,1.0,Broken,Long,1.0,Broken,Short,1.0,Complete
2016-09-08 00:00:00,Tuesday,True,10:15:00,True,03:10:00,False,,0.57,11:20:00,-0.39,18:00:00,30.25,06:50:00,True,06:00:00,True,,False,Long,1.0,Broken,Long,1.0,Complete,Short,0.0,Broken
2016-10-08 00:00:00,Wednesday,False,,True,03:25:00,True,11:15:00,0.14,05:20:00,-0.55,11:35:00,33.0,,False,09:35:00,True,11:10:00,True,,,Broken,Long,1.0,Broken,Short,1.0,Complete
2016-11-08 00:00:00,Thursday,True,09:30:00,True,00:00:00,False,,0.6,09:40:00,-0.14,18:15:00,35.25,07:15:00,True,,False,,False,Long,1.0,Complete,Short,0.0,Broken,Long,0.0,Complete
2016-12-08 00:00:00,Friday,False,,True,09:25:00,False,,0.13,16:00:00,-0.27,09:30:00,19.25,16:00:00,True,07:00:00,True,08:30:00,True,Long,0.0,Broken,Long,1.0,Broken,Short,1.0,Broken
15/08/2016,Monday,True,18:35:00,False,,False,,0.59,13:40:00,-0.04,18:05:00,30.25,09:35:00,True,09:00:00,True,,False,Long,1.0,Complete,Long,1.0,Broken,Long,0.0,Complete
16/08/2016,Tuesday,False,,True,21:00:00,True,09:35:00,0.59,18:00:00,-0.54,09:40:00,28.0,,False,06:20:00,True,09:30:00,True,Short,1.0,Broken,Long,1.0,Broken,Short,1.0,Complete
17/08/2016,Wednesday,False,,False,,True,03:50:00,0.19,03:00:00,-0.6,11:55:00,37.75,,False,06:05:00,True,09:35:00,True,Long,1.0,Broken,Short,1.0,Broken,Short,1.0,Broken
18/08/2016,Thursday,True,21:55:00,False,,False,,0.12,23:05:00,-0.32,12:35:00,21.25,,False,09:30:00,True,07:15:00,True,Short,0.0,Broken,Short,1.0,Broken,Long,1.0,Broken
19/08/2016,Friday,True,10:40:00,True,22:05:00,True,04:05:00,0.18,10:40:00,-0.48,09:50:00,31.75,10:30:00,True,09:05:00,True,09:40:00,True,Long,0.0,Broken,Short,1.0,Broken,Long,0.0,Broken
22/08/2016,Monday,True,05:05:00,True,21:00:00,False,,0.18,10:25:00,-0.41,09:35:00,28.5,10:25:00,True,06:10:00,True,09:30:00,True,Short,1.0,Broken,Long,1.0,Broken,Long,0.0,Broken
23/08/2016,Tuesday,True,03:00:00,False,,False,,0.57,09:55:00,-0.03,20:15:00,29.0,06:00:00,True,12:50:00,True,,False,Short,0.0,Complete,Long,1.0,Broken,Long,1.0,Broken
24/08/2016,Wednesday,False,,True,20:10:00,True,03:00:00,0.1,05:15:00,-0.99,15:45:00,52.75,,False,09:30:00,True,11:55:00,True,Long,0.0,Broken,Long,1.0,Broken,Short,1.0,Complete
25/08/2016,Thursday,False,,False,,True,09:30:00,0.16,11:15:00,-0.38,09:35:00,25.75,11:15:00,True,09:40:00,True,09:25:00,True,Short,0.0,Broken,Short,1.0,Broken,Long,0.0,Broken
26/08/2016,Friday,True,09:35:00,True,19:50:00,True,12:05:00,0.71,10:15:00,-0.55,12:10:00,60.25,09:30:00,True,06:00:00,True,08:25:00,True,Short,0.0,Broken,,,Broken,Short,0.0,Broken
29/08/2016,Monday,False,,True,08:25:00,False,,0.41,13:00:00,-0.25,19:25:00,31.75,08:30:00,True,,False,,False,,,Broken,Short,0.0,Complete,Long,1.0,Complete
30/08/2016,Tuesday,False,,True,05:40:00,True,10:30:00,0.07,21:30:00,-0.74,14:30:00,38.75,,False,09:30:00,True,06:05:00,True,Long,0.0,Broken,Short,1.0,Broken,Short,0.0,Complete
31/08/2016,Wednesday,False,,False,,True,12:05:00,0.07,18:00:00,-0.56,12:20:00,27.75,,False,06:00:00,True,09:30:00,True,Short,1.0,Broken,Long,1.0,Broken,Short,0.0,Broken
2016-01-09 00:00:00,Thursday,True,22:15:00,True,10:25:00,True,10:30:00,0.45,03:05:00,-0.51,11:00:00,45.75,,False,08:35:00,True,10:20:00,True,Long,0.0,Broken,Short,1.0,Complete,Short,1.0,Broken
2016-02-09 00:00:00,Friday,True,08:30:00,False,,False,,0.84,10:00:00,-0.07,00:05:00,43.5,08:30:00,True,08:10:00,True,,False,Short,0.0,Broken,Long,1.0,Broken,Long,1.0,Broken
2016-06-09 00:00:00,Tuesday,True,10:00:00,True,21:35:00,False,,0.77,16:00:00,-0.08,18:05:00,40.5,09:00:00,True,,False,,False,Long,1.0,Complete,Short,0.0,Broken,Long,0.0,Complete
2016-07-09 00:00:00,Wednesday,True,20:40:00,False,,False,,0.19,10:30:00,-0.37,12:25:00,27.0,09:40:00,True,06:05:00,True,10:45:00,True,Short,0.0,Broken,Long,1.0,Broken,Short,0.0,Broken
2016-08-09 00:00:00,Thursday,True,20:40:00,True,01:25:00,True,09:00:00,0.16,04:10:00,-0.81,13:50:00,47.0,,False,06:15:00,True,07:50:00,True,Long,1.0,Complete,Long,1.0,Complete,Long,0.0,Complete
2016-09-09 00:00:00,Friday,False,,False,,True,03:05:00,0.18,21:30:00,-2.48,16:10:00,127.5,,False,,False,06:20:00,True,Long,1.0,Broken,Short,1.0,Complete,Short,1.0,Complete
